Stock Symbol,Company Name,Stock Exchange,Cpn Rate/Ann Amt,LiqPref/CallPrice,Call Date/Matur Date,Moodys/S&P Dated,Distribution Dates,15% Tax Rate,Parent Company,IPO,Total IPO Units,$ Per,Previous Ticker Symbol,Change Symbol Date,Market Value
MHLA  ,Maiden Holdings Ltd,NYSE,6.63%$1.66  ,$25.00 $25.00 ,6/14/2021 6/14/2046  ,NF NF 12/16/2020,3/14 - 6/14 - 9/14 & 12/14Cl,No,MHLD,6/7/2016,4.40 Million Notes,$25.00/note.,-,-,$110.0 Million
BANC-E,Banc of California,NYSE,7.00%$1.75  ,$25.00 $25.00 ,3/15/2021 None  ,NF NF 1/04/2021,3/15 - 6/15 - 9/15 & 12/15Cl,YES,BANC,2/1/2016,5.00 Million Shares,$25.00/share.,BNNCP,2/09/2016,$125.0 Million
CTBB  ,Qwest Corporation,NYSE,6.50%$1.63  ,$25.00 $25.00 ,9/01/2021 9/01/2056  ,Ba2BBB-12/02/2020,3/1 - 6/1 - 9/1 & 12/1Click ,No,LUMN,8/11/2016,34.00 Million Notes,$25.00/note.,-,-,$868.0 Million
AGO-B ,Assured Guaranty Municipal Holdings Inc.,NYSE,6.88%$1.72  ,$25.00 $25.00 ,12/19/2006 12/15/2101  ,Baa2A11/04/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,AGO,12/14/2001,4.00 Million Shares,$25.00/share.,FSB,7/30/2009,$101.0 Million
CUBI-E,Customers Bancorp,NYSE,FixFloat $1.61  ,$25.00 $25.00 ,6/15/2021 None  ,NF NF 11/11/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,CUBI,4/21/2016,2.00 Million Shares,$25.00/share.,CUBBP,4/29/2016,$50.0 Million
ARGO-A,Argo Group International Holdings,NYSE,Reset Rate $1.75 ,$25.00 $25.00 ,9/15/2025 None  ,NR BB11/19/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,ARGO,7/7/2020,6.00 Million Shares,$25.00/share.,ARGHF,7/21/2020,$150.0 Million
CUBI-F,Customers Bancorp,NYSE,FixFloat $1.50  ,$25.00 $25.00 ,12/15/2021 None  ,NF NF 11/11/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,CUBI,9/9/2016,3.00 Million Shares,$25.00/share.,CTMRP,9/21/2016,$75.0 Million
DTY   ,DTE Energy Co.,NYSE,6.00%$1.50  ,$25.00 $25.00 ,12/15/2021 12/15/2076  ,Baa3BBB-9/22/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,DTE,11/28/2016,11.20 Million Debentures,$25.00/deb.,TEMP07,12/08/2016,$280.0 Million
TDA   ,Telephone and Data Systems,NYSE,5.88%$1.47  ,$25.00 $25.00 ,12/01/2017 12/01/2061  ,Ba2BB11/04/2020,3/1 - 6/1 - 9/1 & 12/1Click ,No,TDS,11/26/2012,7.00 Million Notes,$25.00/note.,-,-,$175.0 Million
WFC-R ,Wells Fargo & Co.,NYSE,FixFloat $1.66  ,$25.00 $25.00 ,3/15/2024 None  ,Baa2BB+10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,WFC,12/11/2013,30.00 Million Shares,$25.00/share.,WEFAL,12/19/2013,$750.0 Million
CUBI-C,Customers Bancorp,NYSE,FixFloat $1.75  ,$25.00 $25.00 ,6/15/2020 None  ,NF NF 11/11/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,CUBI,5/11/2015,2.00 Million Shares,$25.00/share.,CUBZP,5/19/2015,$50.0 Million
WFC-X ,Wells Fargo & Co.,NYSE,5.50%$1.38  ,$25.00 $25.00 ,9/15/2021 None  ,Baa2BB+10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,WFC,6/8/2016,40.00 Million Shares,$25.00/share.,WLLPP,6/16/2016,$1000.0 Billion
WFC-Q ,Wells Fargo & Co.,NYSE,FixFloat $1.46  ,$25.00 $25.00 ,9/15/2023 None  ,Baa2BB+10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,WFC,7/15/2013,60.00 Million Shares,$25.00/share.,WFCNL,7/23/2013,$1.5 Billion
RNR-F ,RenaissanceRe Holdings,NYSE,5.75%$1.44  ,$25.00 $25.00 ,6/30/2023 None  ,Baa2BBB11/20/2020,3/1 - 6/1 - 9/1 & 12/1Click ,YES,RNR,6/11/2018,10.00 Million Shares,$25.00/share.,RNREF,6/22/2018,$250.0 Million
WFC-Y ,Wells Fargo & Co.,NYSE,5.63%$1.41  ,$25.00 $25.00 ,6/15/2022 None  ,Baa2BB+10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,WFC,4/17/2017,24.00 Million Shares,$25.00/share.,WFGGP,4/25/2017,$600.0 Million
CUBI-D,Customers Bancorp,NYSE,FixFloat $1.63  ,$25.00 $25.00 ,3/15/2021 None  ,NF NF 11/11/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,CUBI,1/22/2016,1.00 Million Shares,$25.00/share.,CUBUP,2/02/2016,$25.0 Million
RNR-E ,RenaissanceRe Holdings Ltd,NYSE,5.38%$1.34  ,$25.00 $25.00 ,6/01/2018 None  ,Baa2BBB11/20/2020,3/1 - 6/1 - 9/1 & 12/1Click ,YES,RNR,5/20/2013,11.00 Million Shares,$25.00/share.,-,-,$275.0 Million
NEE-K ,NextEra Energy Capital Holdings,NYSE,5.25%$1.31  ,$25.00 $25.00 ,6/01/2021 6/01/2076  ,Baa2BBB4/04/2021,3/1 - 6/1 - 9/1 & 12/1Click ,No,NEE,5/31/2016,20.00 Million Debentures,$25.00/deb.,-,-,$500.0 Million
WFC-L ,Wells Fargo & Co.,NYSE,7.50%$75.00 ,"$1,000.00 $1,000.00 ",Noncallable None  ,Baa2BB+10/18/2020,6.3814 $156.71 ,"3/15, 6/15, 9/15 & 12/15Cl",YES,WFC,4/14/2008,3.50 Million Shares,$1000.00/share.,WB-T,1/02/2009,$3.5 Billion
CMSA  ,CMS Energy Corp.,NYSE,5.63%$1.41  ,$25.00 $25.00 ,3/15/2023 3/15/2078  ,Baa2BBB-4/04/2021,3/15 - 6/15 - 9/15 & 12/15Cl,No,CMS,3/5/2018,8.00 Million Notes,$25.00/note.,-,-,$200.0 Million
MET-E ,MetLife,NYSE,5.63%$1.41  ,$25.00 $25.00 ,6/15/2023 None  ,Baa2BBB10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,MET,5/30/2018,28.00 Million Shares,$25.00/share.,MTLLP,6/08/2018,$700.0 Million
NNN-F ,National Retail Properties,NYSE,5.20%$1.30  ,$25.00 $25.00 ,10/11/2021 None  ,Baa2BBB-12/02/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,NNN,10/4/2016,12.00 Million Shares,$25.00/share.,NNNPP,10/13/2016,$300.0 Million
BIP-B ,Brookfield Infrastructure Partners LP Cl A Prfd Ltd Partnership Units Ser 14,NYSE,5.00%$1.25 ,$25.00 $25.00 ,2/16/2026 None  ,NF BBB-1/14/2021,3/15 - 6/15 - 9/15 & 12/15Cl,No,BIP,1/13/2021,8.00 Million Units,$26/unit.,BIPFF,1/26/2021,$200.0 Million
WFC-O ,Wells Fargo & Co.,NYSE,5.13%$1.28  ,$25.00 $25.00 ,12/15/2017 None  ,Baa2BB+10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,WFC,11/13/2012,24.00 Million Shares,$25.00/share.,WFCZL*,11/20/2012,$600.0 Million
SOJC  ,Southern Co.,NYSE,5.25%$1.31  ,$25.00 $25.00 ,12/01/2022 12/01/2077  ,Baa3BBB10/18/2020,3/1 - 6/1 - 9/1 & 12/1Click ,No,SO,11/17/2017,18.00 Million Notes,$25.00/note.,-,-,$451.0 Million
BIP-A ,Brookfield Infrastructure Partners LP Cl A Prfd Ltd Partnership Units Ser 13,NYSE,5.13%$1.28125 ,$25.00 $25.00 ,10/15/2025 None  ,NF NF 1/13/2021,3/15 - 6/15 - 9/15 & 12/15Cl,No,BIP,9/14/2020,8.00 Million Units,$25/unit.,BIPPF,9/25/2020,$200.0 Million
IPLDP ,Interstate Power & Light,NGM,5.10%$1.28  ,$25.00 $25.00 ,3/15/2018 None  ,Baa3BBB1/20/2021,3/15 - 6/15 - 9/15 & 12/15Cl,YES,LNT,3/14/2013,8.00 Million Shares,$25.00/share.,IPL-D,12/31/2018,$200.0 Million
EAI   ,Entergy Arkansas,NYSE,4.88%$1.22  ,$25.00 $25.00 ,9/01/2021 9/01/2066  ,A2A11/04/2020,3/1 - 6/1 - 9/1 & 12/1Click ,No,ETR,8/9/2016,16.40 Million Notes,$25.00/note.,-,-,$408.0 Million
ELC   ,Entergy Louisiana,NYSE,4.88%$1.22  ,$25.00 $25.00 ,9/01/2021 9/01/2066  ,A2A11/04/2020,3/1 - 6/1 - 9/1 & 12/1Click ,No,ETR,8/10/2016,10.80 Million Notes,$25.00/note.,-,-,$268.0 Million
WFC-Z ,Wells Fargo & Co. 4.75% Dep Shares Non-Cumul Perp Cls A Preferred Stock Series Z,NYSE,4.75%$1.1875 ,$25.00 $25.00 ,3/15/2025 NONE  ,Baa2BB+10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,WFC,1/15/2020,70.00 Million Shares,$25/share.,WFCZL,1/28/2020,$1.8 Billion
SIGIP ,Selective Insurance Group,NGS,4.60%$1.15 ,$25.00 $25.00 ,12/15/2025 None  ,Ba1BB+12/03/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,SIGI,12/2/2020,8.00 Million Shares,$25.00/share.,SLIG,12/09/2020,$200.0 Million
WFC-A ,Wells Fargo & Co.,NYSE,4.70%$1.175 ,$25.00 $25.00 ,12/15/2025 None  ,Baa2BB+10/21/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,WFC,10/21/2020,46.80 Million Shares,$25.00/share.,WFCCL,10/30/2020,$1.2 Billion
PRE-J ,PartnerRe Ltd.  4.875% Non-Cumulative Redeemable Preferred Shares,NYSE,4.88%$1.21875 ,$25.00 $25.00 ,3/15/2026 None  ,Baa2BBB4/04/2021,3/15 - 6/15 - 9/15 & 12/15Cl,YES,PRE*,3/9/2021,8.00 Million Shares,$25/share.,PTNPF,3/19/2021,$200.0 Million
MET-F ,MetLife,NYSE,4.75%$1.1875 ,$25.00 $25.00 ,3/15/2025 None  ,Baa2BBB10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,MET,1/7/2020,40.00 Million Shares,$25/share.,METFL,1/17/2020,$1000.0 Billion
CFR-B ,Cullen/Frost Bankers,NYSE,4.45%$1.1125 ,$25.00 $25.00 ,12/15/2025 None  ,Baa2BBB-11/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,CFR,11/12/2020,6.00 Million Shares,$25/share.,CFRBL,11/25/2020,$150.0 Million
WFC-C ,Wells Fargo & Co.,NYSE,4.38%$1.09375 ,$25.00 $25.00 ,3/15/2026 None  ,Baa2BB+1/25/2021,3/15 - 6/15 - 9/15 & 12/15Cl,YES,WFC,1/25/2021,40.00 Million Shares,$25.00/share.,FRGOL,2/03/2021,$1.0 Billion
MET-A ,MetLife,NYSE,Variable n.a.,$25.00 $25.00 ,9/15/2010 None  ,Baa3BBB-5/14/2021,3/15 - 6/15 - 9/15 & 12/15Cl,YES,MET,6/8/2005,24.00 Million Shares,$25.00/share.,METFP,6/27/2005,$606.0 Million
TVC   ,Tennessee Valley Authority,NYSE,Reset Rate $0.88 ,$25.00 n.a.,Unredeemable 6/01/2028  ,AaaAA+12/16/2020,3/1 - 6/1 - 9/1 & 12/1Click ,No,-,6/2/1998,20.00 Million Shares,$25.00/share.,-,-,HOME PAGE:    https://www.tva.com/
TNP-E ,Tsakos Energy Navigation Ltd,NYSE,FixFloat $2.31  ,$25.00 $25.00 ,5/28/2027 None  ,NF NF 6/12/2020,2/28 - 5/28 - 8/28 & 11/28Cl,YES,TNP,3/29/2017,4.00 Million Shares,$25.00/share.,TNPEP,4/10/2017,$100.0 Million
TNP-D ,Tsakos Energy Navigation Ltd,NYSE,8.75%$2.19  ,$25.00 $25.00 ,4/29/2020 None  ,NF NF 6/12/2020,2/28 - 5/28 - 8/28 & 11/28Cl,YES,TNP,4/22/2015,3.40 Million Shares,$25.00/share.,TNPZF,5/04/2015,$85.0 Million
PBI-B ,Pitney Bowes,NYSE,6.70%$1.68  ,$25.00 $25.00 ,3/07/2018 3/07/2043  ,B1BB2/01/2021,3/7 - 6/7 - 9/7 & 12/7Click ,No,PBI,2/26/2013,15.00 Million Notes,$25.00/note.,-,-,$375.0 Million
CCNEP ,CNB Financial Corp. 7.125% Dep Shares Ser A Non-Cumulative Preferred Stock,NGS,7.13%$1.78125 ,$25.00 $25.00 ,9/01/2025 None  ,NF NF 4/21/2021,3/1 - 6/1 - 9/1 & 12/1Click ,YES,CCNE,8/19/2020,2.10 Million Shares,$25.00/share.,CCNEL,9/02/2020,$52.5 Million
DLNG-B,Dynagas LNG Partners LP,NYSE,FixFloat $2.19  ,$25.00 $25.00 ,11/22/2023 None  ,NR NF 1/28/2021,2/22 - 5/22 - 8/22 & 11/22Cl,YES,DLNG,10/16/2018,2.20 Million Units,$25.00/unit.,DGAGF,10/26/2018,$55.0 Million
UMH-C ,UMH Properties,NYSE,6.75%$1.69  ,$25.00 $25.00 ,7/26/2022 None  ,NF NF 9/11/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,UMH,7/20/2017,5.00 Million Shares,$25.00/share.,UMHPP,7/28/2017,$125.0 Million
INN-D ,Summit Hotel Properties,NYSE,6.45%$1.61  ,$25.00 $25.00 ,6/28/2021 None  ,NF NF 12/02/2020,2/28 - 5/31 - 8/31 & 11/30Cl,No,INN,6/20/2016,3.00 Million Shares,$25.00/share.,SMTTP,6/30/2016,$75.0 Million
UMH-D ,UMH Properties,NYSE,6.38%$1.59  ,$25.00 $25.00 ,1/22/2023 None  ,NF NF 9/11/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,UMH,1/17/2018,2.00 Million Shares,$25.00/share.,UMHZP,1/25/2018,$50.0 Million
MNR-C ,Monmouth Real Estate Investment,NYSE,6.13%$1.53  ,$25.00 $25.00 ,9/15/2021 None  ,NF NF 11/20/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,MNR,9/6/2016,5.40 Million Shares,$25.00/share.,MONMP,9/14/2016,$135.0 Million
INN-E ,Summit Hotel Properties,NYSE,6.25%$1.56  ,$25.00 $25.00 ,11/13/2022 None  ,NF NF 12/02/2020,2/28 - 5/31 - 8/31 & 11/30Cl,No,INN,11/2/2017,6.40 Million Shares,$25.00/share.,SMYYP,11/14/2017,$160.0 Million
CPTAL ,Capitala Finance Corp.,NGS,6.00%$1.50  ,$25.00 $25.00 ,5/31/2019 5/31/2022  ,NF NF 12/02/2020,2/28 - 5/31 - 8/31 & 11/30Cl,No,CPTA,5/10/2017,2.80 Million Notes,$25.00/note.,-,-,$71.1 Million
SCHW-D,Charles Schwab Corp.,NYSE,5.95%$1.49  ,$25.00 $25.00 ,6/01/2021 None  ,Baa2BBB11/04/2020,3/1 - 6/1 - 9/1 & 12/1Click ,YES,SCHW,2/29/2016,30.00 Million Shares,$25.00/share.,SCWBP,3/09/2016,$750.0 Million
COF-H ,Capital One Financial Corp.,NYSE,6.00%$1.50  ,$25.00 $25.00 ,12/01/2021 None  ,Baa3BB9/10/2020,3/1 - 6/1 - 9/1 & 12/1Click ,YES,COF,11/21/2016,20.00 Million Shares,$25.00/share.,CFFFP,12/02/2016,$500.0 Million
CPTAG ,Capitala Finance Corp.,NCM,5.75%$1.44  ,$25.00 $25.00 ,None 5/31/2022  ,NF NF 12/02/2020,2/28 - 5/31 - 8/31 & 11/30Cl,No,CPTA,5/22/2017,2.00 Million Notes,$25.00/note.,-,-,$50.0 Million
F-C   ,Ford Motor Co.,NYSE,6.00%$1.50  ,$25.00 $25.00 ,12/01/2024 12/01/2059  ,Ba2BB4/05/2021,3/1 - 6/1 - 9/1 & 12/1Click ,No,F,12/11/2019,32.00 Million Notes,$25.00/note.,-,-,$800.0 Million
DTJ   ,DTE Energy Co.,NYSE,5.38%$1.34  ,$25.00 $25.00 ,Called for6/30/20217/01/20,Baa3BBB-9/22/2020,3/1 - 6/1 - 9/1 & 12/1Click ,No,-,-,-,-,$308.0 Million
COF-G ,Capital One Financial Corp.,NYSE,5.20%$1.30  ,$25.00 $25.00 ,12/01/2021 None  ,Baa3BB9/10/2020,3/1 - 6/1 - 9/1 & 12/1Click ,YES,COF,7/26/2016,24.00 Million Shares,$25.00/share.,CITLP,8/05/2016,$600.0 Million
DTW   ,DTE Energy Co.,NYSE,5.25%$1.31  ,$25.00 $25.00 ,12/01/2022 12/01/2077  ,Baa3BBB-9/22/2020,3/1 - 6/1 - 9/1 & 12/1Click ,No,DTE,11/13/2017,16.00 Million Notes,$25.00/note.,-,-,$400.0 Million
COF-I ,Capital One Financial Corp.,NYSE,5.00%$1.25  ,$25.00 $25.00 ,12/01/2024 None  ,Baa3BB9/10/2020,3/1 - 6/1 - 9/1 & 12/1Click ,YES,COF,9/4/2019,60.00 Million Shares,$25.00/share.,COFOL,9/16/2019,$1.5 Billion
COF-K ,Capital One Financial Corp. 4.625% Dep Shares Non-Cumul Perp Pfd Stock Series K,NYSE,4.63%$1.15625 ,$25.00 $25.00 ,12/01/2025 None  ,BBBaa39/10/2020,3/1 - 6/1 - 9/1 & 12/1Click ,YES,COF,9/10/2020,5.00 Million Shares,$25/share.,COFKL,9/21/2020,$125.0 Million
SCHW-J,Charles Schwab Corp.,NYSE,4.45%$1.1125 ,$25.00 $25.00 ,6/01/2026 None  ,Baa2BBB3/23/2021,3/1 - 6/1 - 9/1 & 12/1Click ,YES,SCHW,3/23/2021,24.00 Million Shares,$25.00/share.,SCHWL,4/05/2021,$600.0 Million
OTRKP ,Ontrak,NGM,9.50%$2.375 ,$25.00 $25.00 ,8/25/2025 None  ,NR NR 8/21/2020,2/28 - 5/30 - 8/31 & 11/30Cl,YES,OTRK,8/20/2020,1.70 Million Shares,$25/share.,-,-,$42.5 Million
MHNC  ,Maiden Holdings North America Ltd,NYSE,7.75%$1.94  ,$25.00 $25.00 ,12/01/2018 12/01/2043  ,NF NF 12/16/2020,3/1 - 6/1 - 9/1 & 12/1Click ,No,MHLD,11/18/2013,6.10 Million Notes,$25.00/note.,-,-,$152.0 Million
CORR-A,CorEnergy Infrastructure Trust,NYSE,7.38%$1.84  ,$25.00 $25.00 ,1/27/2020 None  ,NF NF 1/28/2021,2/28 - 5/31 - 8/31 & 11/30Cl,No,CORR,1/22/2015,2.00 Million Shares,$25.00/share.,CRGYP ,$50.0 Million
CNP-B ,CenterPoint Energy,NYSE,7.00%$3.50  ,$50.00 $50.00 ,9/01/2021 9/01/2021  ,NR NR 4/04/2021,1.5291@$32.70+ 1.8349@$27.,"3/1, 6/1, 9/1 & 12/1Click ",YES,CNP,9/24/2018,17.00 Million Shares,$50.00/share.,CNPLL,10/03/2018,$850.0 Million
ESGRO ,Enstar Group,NGS,7.00%$1.75  ,$25.00 $25.00 ,3/01/2024 None  ,NF BB+10/18/2020,3/1 - 6/1 - 9/1 & 12/1Click ,YES,ESGR,11/14/2018,4.40 Million Shares,$25.00/share.,ESGRL,12/03/2018,$110.0 Million
SAF   ,Saratoga Investment Corp.,NYSE,6.25%$1.56  ,$25.00 $25.00 ,8/31/2021 8/31/2025  ,NR NF 12/02/2020,2/28 - 5/31 - 8/31 & 11/30Cl,No,SAR,8/21/2018,1.40 Million Notes,$25.00/note.,-,-,$35.5 Million
ESGRP ,Enstar Group,NGS,7.00%$1.75  ,$25.00 $25.00 ,9/20/2028 None  ,NR BB+10/18/2020,3/1 - 6/1 - 9/1 & 12/1Click ,YES,ESGR,6/20/2018,16.00 Million Shares,$25.00/share.,ENSTF,7/13/2018,$400.0 Million
AEL-B ,American Equity Invest Life Holding Co. 6.625% Ser B Dep Shr Reset Rate Pref Stk,NYSE,Reset Rate $1.65625 ,$25.00 $25.00 ,9/01/2025 None  ,NF BB4/04/2021,3/1 - 6/1 - 9/1 & 12/1Click ,YES,AEL,6/10/2020,12.00 Million Shares,$25/share.,AEIHL,6/22/2020,$300.0 Million
AEL-A ,American Equity Invest Life Holding Co 5.95% Ser A Dep Shr Reset Rate Pref Stock,NYSE,Reset Rate $1.49  ,$25.00 $25.00 ,12/01/2024 None  ,NF BB4/04/2021,3/1 - 6/1 - 9/1 & 12/1Click ,YES,AEL,11/14/2019,16.00 Million Shares,$25.00/share.,AQYVL,11/25/2019,$400.0 Million
TFC-R ,Truist Financial Corp 4.75% Dep Shares Series R Non-Cumulative Preferred Stock,NYSE,4.75%$1.1875 ,$25.00 $25.00 ,9/01/2025 None  ,Baa2BBB-1/28/2021,3/1 - 6/1 - 9/1 & 12/1Click ,YES,TFC,7/30/2020,37.00 Million Shares,$25/share.,TSTFL,8/07/2020,$925.0 Million
BML-J ,Bank of America,NYSE,Variable n.a.,$25.00 $25.00 ,11/28/2010 None  ,Baa3BBB-5/05/2021,2/28 - 5/28 - 8/28 & 11/28Cl,YES,BAC,11/15/2005,9.60 Million Shares,$25.00/share.,MER-J,1/02/2009,$240.0 Million
PFH   ,Prudential Financial,NYSE,4.13%$1.03125 ,$25.00 $25.00 ,9/01/2025 9/01/2060  ,Baa1BBB+1/28/2021,3/1 - 6/1 - 9/1 & 12/1Click ,No,PRU,8/18/2020,20.00 Million Notes,$25/note.,-,-,$500.0 Million
BML-G ,Bank of America,NYSE,Variable n.a.,$25.00 $25.00 ,11/28/2009 None  ,Baa3BBB-5/05/2021,2/28 - 5/28 - 8/28 & 11/28Cl,YES,BAC,10/27/2004,25.20 Million Shares,$25.00/share.,MER-G,1/02/2009,$630.0 Million
BML-H ,Bank of America,NYSE,Variable n.a.,$25.00 $25.00 ,11/28/2009 None  ,Baa3BBB-5/05/2021,2/28 - 5/28 - 8/28 & 11/28Cl,YES,BAC,3/9/2005,40.80 Million Shares,$25.00/share.,MER-H,1/02/2009,$1.0 Billion
HMLP-A,Hoegh LNG Partners LP,NYSE,8.75%$2.19  ,$25.00 $25.00 ,10/05/2022 None  ,NF NF 1/20/2021,2/15 - 5/15 - 8/15 & 11/15Cl,YES,HMLP,9/28/2017,4.00 Million Units,$25.00/unit.,HGLPF,10/09/2017,$174.19 Million
CDR-B ,Cedar Realty Trust,NYSE,7.25%$1.81  ,$25.00 $25.00 ,5/22/2017 None  ,NF NF 12/16/2020,2/20 - 5/20 - 8/20 & 11/20Cl,No,CDR,5/15/2012,"400,000 Shares",$23.00/share.,-,-,$36.2 Million
CDR-C ,Cedar Realty Trust,NYSE,6.50%$1.63  ,$25.00 $25.00 ,8/24/2022 None  ,NF NF 12/16/2020,2/20 - 5/20 - 8/20 & 11/20Cl,No,CDR,8/16/2017,3.00 Million Shares,$25.00/share.,CDRYP,8/25/2017,$75.0 Million
C-K   ,Citigroup,NYSE,FixFloat $1.72  ,$25.00 $25.00 ,11/15/2023 None  ,Ba1BB+1/20/2021,2/15 - 5/15 - 8/15 & 11/15Cl,YES,C,10/24/2013,52.00 Million Shares,$25.00/share.,CTRGL,11/06/2013,$1.3 Billion
DLNG-A,Dynagas LNG Partners LP,NYSE,9.00%$2.25  ,$25.00 $25.00 ,8/12/2020 None  ,NR NR 1/28/2021,2/12 - 5/12 - 8/12 & 11/12Cl,YES,DLNG,7/13/2015,3.00 Million Units,$25.00/unit.,DYNGF,7/27/2015,$75.0 Million
BXS-A ,BancorpSouth Bank,NYSE,5.50%$1.38  ,$25.00 $25.00 ,11/20/2024 None  ,Ba1BB4/04/2021,2/20 - 5/20 - 8/20 & 11/20Cl,YES,BXS,11/14/2019,6.00 Million Shares,$25.00/share.,BCSBP,11/25/2019,$150.0 Million
GLP-A ,Global Partners,NYSE,FixFloat $2.44  ,$25.00 $25.00 ,8/15/2023 None  ,NR NR 1/19/2021,2/15 - 5/15 - 8/15 & 11/15Cl,No,GLP,7/31/2018,2.40 Million Units,$25.00/unit.,GLPRU,8/13/2018,$60.0 Million
LMRKO ,Landmark Infrastructure Partners,NGM,7.90%$1.98  ,$25.00 $25.00 ,8/08/2021 None  ,NF NF 11/20/2020,2/15 - 5/15 - 8/15 & 11/15Cl,No,LMRK,8/3/2016,1.60 Million Units,$25.00/unit.,LNDMP,8/31/2016,$40.0 Million
LMRKN ,Landmark Infrastructure Partners,NGM,FixFloat n.a.,$25.00 $25.00 ,5/20/2025 None  ,NF NF 11/20/2020,2/15 - 5/15 - 8/15 & 11/15Cl,No,LMRK,3/28/2018,2.00 Million Units,$25.00/unit.,LMMKP,4/20/2018,$50.0 Million
WSBCP ,WesBanco,NGS,Reset Rate $1.6875 ,$25.00 $25.00 ,11/25/2025 None  ,NF NF 8/04/2020, 2/15 - 5/15 - 8/15 & 11/15C,YES,WSBC,8/4/2020,6.00 Million Shares,$25.00/share.,WSBKL,8/12/2020,$150.0 Million
JPM-C ,JPMorgan Chase & Co.,NYSE,6.00%$1.50  ,$25.00 $25.00 ,3/21/2024 None  ,Baa2BBB-11/11/2020,3/1 - 6/1 - 9/1 & 12/1Click ,YES,JPM,1/16/2019,74.00 Million Shares,$25.00/share.,JPEEL,2/01/2019,$1.9 Billion
JPM-D ,JPMorgan Chase & Co.,NYSE,5.75%$1.44  ,$25.00 $25.00 ,12/01/2023 None  ,Baa2BBB-11/11/2020,3/1 - 6/1 - 9/1 & 12/1Click ,YES,JPM,9/17/2018,59.00 Million Shares,$25.00/share.,JPMLL,9/28/2018,$1.5 Billion
GLP-B ,Global Partners,NYSE,9.50%$2.375 ,$25.00 $25.00 ,5/15/2026 None  ,NR NR 3/18/2021,2/15 - 5/15 - 8/15 & 11/15Cl,No,GLP,3/17/2021,3.00 Million Units,$25/unit.,GLPRP,3/25/2021,$75.0 Million
OPP-A ,RiverNorth/DoubleLine Strategic Opportunity Fund,NYSE,4.38%$1.09375 ,$25.00 $25.00 ,11/15/2025 None  ,A1NF 10/18/2020,2/15 - 5/15 - 8/15 & 11/15Cl,Variable,OPP,10/14/2020,2.20 Million Shares,$25/share.,OPPRP,10/27/2020,$625.0 Million
JPM-K ,JPMorgan Chase & Co.,NYSE,4.55%$1.1375 ,$25.00 $25.00 ,6/01/2026 None  ,Baa2BBB-3/18/2021,3/1 - 6/1 - 9/1 & 12/1Click ,YES,JPM,3/10/2021,60.00 Million Shares,$25.00/share.,JPMJL,3/23/2021,$1.5 Billion
LEVLP ,Level One Bancorp,NGS,7.50%$1.875 ,$25.00 $25.00 ,8/15/2025 None  ,NR NR 8/24/2020,2/15 - 5/15 - 8/15 & 11/15Cl,YES,LEVL,8/4/2020,1.00 Million Shares,$25/share.,-,-,$25.0 Million
FNB-E ,FNB Corp.,NYSE,FixFloat $1.81  ,$25.00 $25.00 ,2/15/2024 None  ,Ba1NF 11/19/2020,2/15 - 5/15 - 8/15 & 11/15Cl,YES,FNB,10/29/2013,4.00 Million Shares,$25.00/share.,-,-,$100.0 Million
BAC-B ,Bank of America Corp.,NYSE,6.00%$1.50  ,$25.00 $25.00 ,5/16/2023 None  ,Baa3BBB-5/05/2021,2/16 - 5/16 - 8/16 & 11/16Cl,YES,BAC,5/7/2018,48.00 Million Shares,$25.00/share.,BKAPP,5/17/2018,$1.2 Billion
BML-L ,Bank of America,NYSE,Variable n.a.,$25.00 $25.00 ,5/21/2012 None  ,Baa3BBB-5/05/2021,2/21 - 5/21 - 8/21 & 11/21Cl,YES,BAC,3/16/2007,60.00 Million Shares,$25.00/share.,MER-L,1/02/2009,$1.5 Billion
